student_id,name,age,gender,study_hours,attendance_percentage,previous_score,assignment_score,midterm_score,absences,sleep_hours,internet_access,parental_education,family_income,extracurricular,study_environment,final_score,performance
STU00469,Katie Mcneil,21,Female,7.3,99.8,83.7,89.1,47.4,24,7.5,Yes,High School,High,Yes,Poor,76.55,Pass
STU00470,Jeanette Harrison,15,Male,6.9,99.9,45.7,32.8,58.8,13,4.8,No,Postgraduate,Low,No,Excellent,63.55,Pass
STU00471,Veronica King,17,Male,0.7,68.0,80.9,69.6,51.9,22,7.9,Yes,Graduate,Middle,Yes,Good,55.32,Pass
STU00472,Richard Cooper,17,Female,6.2,51.9,84.4,73.4,69.4,26,7.7,Yes,High School,Middle,Yes,Poor,70.92,Pass
STU00473,Lori Ingram,22,Male,7.0,79.3,67.8,99.3,83.0,19,6.7,Yes,Graduate,High,Yes,Good,72.16,Pass
STU00474,Evelyn Williams,21,Female,2.2,79.8,90.3,95.0,53.9,5,7.2,Yes,Postgraduate,Low,No,Good,72.12,Pass
STU00475,Robin Thompson,18,Male,2.1,99.8,93.8,75.5,86.3,0,8.3,Yes,High School,High,No,Average,72.06,Pass
STU00476,Julie Dominguez,16,Male,3.9,83.7,74.0,56.1,95.9,23,5.0,Yes,Graduate,High,Yes,Excellent,68.36,Pass
STU00477,Robin Brown,19,Female,4.3,84.5,75.3,75.4,49.3,14,4.9,Yes,High School,Low,Yes,Good,67.1,Pass
STU00478,Judith Carter,20,Female,1.8,85.3,59.6,76.7,88.6,13,5.0,Yes,High School,Low,Yes,Average,72.66,Pass
STU00479,Curtis Williams,17,Female,0.6,89.0,69.6,79.0,88.7,11,8.8,No,Graduate,High,Yes,Good,66.91,Pass
STU00480,Kaylee Hays,20,Male,4.2,70.1,40.0,70.1,49.4,3,9.5,No,Postgraduate,Middle,No,Excellent,58.0,Pass
STU00481,Dawn Mullins,22,Female,4.9,79.6,53.1,33.6,32.2,20,6.5,Yes,High School,Low,Yes,Average,48.39,Fail
STU00482,Howard Norman,16,Female,7.1,94.1,72.8,44.8,90.4,29,9.3,No,Postgraduate,Low,No,Good,70.33,Pass
STU00483,Evelyn Martinez,15,Male,2.0,86.9,48.6,86.2,99.8,15,4.2,No,High School,Middle,No,Poor,68.17,Pass
STU00484,Steve Paul,16,Female,7.8,73.3,85.1,34.4,53.5,20,4.4,No,High School,High,Yes,Good,64.89,Pass
STU00485,Jasmine Beltran,16,Female,7.8,90.8,85.4,95.7,36.0,21,6.3,Yes,Postgraduate,Middle,No,Average,69.12,Pass
STU00486,Jonathan Glass MD,15,Male,2.5,55.0,40.9,40.3,98.1,20,8.6,Yes,Postgraduate,Middle,Yes,Poor,46.95,Fail
STU00487,Monica Miller,22,Female,7.8,72.0,48.1,85.9,52.8,7,5.8,No,Graduate,Low,Yes,Excellent,62.09,Pass
STU00488,Samantha Gardner,21,Male,2.4,67.8,73.8,34.4,44.7,2,8.9,No,Postgraduate,High,No,Poor,47.96,Fail
STU00489,Bobby Guerrero,22,Female,1.6,67.1,86.2,40.8,35.8,10,6.9,Yes,Postgraduate,High,Yes,Poor,49.74,Fail
STU00490,Lance Simmons,21,Female,6.5,56.9,67.7,65.4,40.1,1,7.7,Yes,High School,High,No,Average,48.38,Fail
STU00491,Heather Williams,22,Female,2.6,74.4,35.3,62.2,51.5,11,8.9,Yes,Diploma,Middle,No,Excellent,50.02,Pass
STU00492,Heather Bolton,20,Female,3.9,86.3,67.3,76.7,84.4,3,9.2,Yes,Diploma,Low,No,Good,68.39,Pass
STU00493,William Gould,19,Female,2.9,76.9,84.6,99.3,92.3,22,6.2,Yes,High School,Low,No,Average,72.13,Pass
STU00494,Mark Cox,21,Male,6.1,74.6,61.4,88.7,55.3,8,9.2,Yes,Diploma,Low,No,Average,59.47,Pass
STU00495,Meghan Cisneros,22,Male,3.6,66.4,59.5,83.4,38.8,22,5.2,No,High School,Middle,Yes,Poor,61.09,Pass
STU00496,Lawrence Harrington,22,Female,4.2,82.2,44.9,68.7,56.1,21,8.0,Yes,Postgraduate,Low,Yes,Excellent,65.41,Pass
STU00497,Austin Osborne,22,Male,1.6,78.5,42.0,49.5,45.3,22,5.1,Yes,Diploma,Low,No,Good,41.36,Fail
STU00498,James Bradley,21,Female,7.5,98.5,67.1,40.0,56.2,19,8.8,Yes,Graduate,Middle,No,Good,70.54,Pass
STU00499,Meghan Rush,22,Male,3.3,54.4,66.2,89.2,85.7,4,5.1,No,Graduate,High,No,Average,58.44,Pass
STU00500,Phillip Berry,18,Male,2.1,93.7,46.2,48.4,30.0,19,9.2,No,Graduate,High,Yes,Average,50.47,Pass
STU00501,Jennifer Banks,20,Male,6.4,81.4,78.8,40.6,62.1,24,6.1,No,Postgraduate,High,No,Good,62.21,Pass
STU00502,Brian Fitzgerald,21,Male,7.4,52.0,48.9,44.5,46.7,16,9.5,Yes,High School,Middle,Yes,Poor,48.56,Fail
STU00503,Mr. Justin Green III,15,Male,4.0,73.3,79.4,40.8,64.1,8,6.6,Yes,Graduate,High,No,Average,56.08,Pass
STU00504,Zachary Mitchell,15,Female,6.7,58.5,32.0,44.3,53.8,6,7.1,Yes,Graduate,Middle,Yes,Average,59.05,Pass
STU00505,Katherine Martinez,21,Male,5.1,95.5,63.1,65.1,33.5,16,4.2,No,High School,Middle,No,Excellent,46.35,Fail
STU00506,Jodi Roach,20,Male,6.8,58.0,31.6,61.4,46.6,0,4.3,No,Diploma,High,No,Average,60.72,Pass
STU00507,Brandon Fleming,20,Male,5.9,55.6,69.5,49.7,42.1,24,6.3,Yes,Graduate,Middle,Yes,Poor,49.09,Fail
STU00508,Emma Reed,17,Male,6.1,56.3,80.2,46.6,77.4,23,7.4,Yes,Postgraduate,Low,No,Good,68.75,Pass
STU00509,Joshua Vance,19,Male,7.5,69.4,34.3,31.3,87.9,5,7.1,No,High School,Middle,No,Average,59.21,Pass
STU00510,Michelle Ho,15,Male,3.1,51.5,92.5,76.8,95.3,29,5.6,No,High School,High,No,Excellent,68.96,Pass
STU00511,Rebecca Hicks,20,Male,5.1,83.9,50.6,89.4,96.3,25,9.3,No,Diploma,Low,Yes,Average,69.12,Pass
STU00512,Curtis Taylor,21,Female,2.6,98.2,30.7,80.1,79.4,2,7.7,No,Diploma,Low,No,Good,69.41,Pass
STU00513,Allison Spencer,20,Female,7.9,65.6,52.1,35.5,61.0,6,5.6,No,High School,Low,No,Excellent,63.51,Pass
STU00514,Robert Arnold,18,Male,7.5,59.3,54.2,95.0,34.3,30,4.6,Yes,Graduate,Middle,Yes,Excellent,53.85,Pass
STU00515,Angelica Parker,19,Female,1.7,79.8,39.8,97.8,61.3,0,7.0,No,Postgraduate,Middle,Yes,Good,57.68,Pass
STU00516,Dr. Kelly Hammond DVM,18,Female,5.5,87.6,79.0,70.5,93.3,16,8.9,Yes,High School,Low,Yes,Poor,68.28,Pass
STU00517,William Day,18,Male,6.2,52.8,30.4,44.9,76.4,27,6.5,No,High School,Low,No,Poor,57.79,Pass
STU00518,Michael Cooper,17,Male,7.2,95.5,50.4,78.4,49.0,14,5.1,No,High School,Low,Yes,Poor,64.14,Pass
STU00519,Penny Bowman,17,Female,1.9,67.1,57.9,88.2,38.4,17,8.4,Yes,Diploma,Middle,No,Excellent,41.89,Fail
STU00520,Vincent Reynolds,22,Female,4.2,65.0,68.7,60.4,41.5,13,4.7,No,High School,Middle,Yes,Poor,53.02,Pass
STU00521,Amy Martinez,16,Male,4.6,95.1,52.4,81.3,76.1,22,9.6,Yes,Graduate,High,Yes,Good,70.65,Pass
STU00522,Christopher Morris,19,Male,5.4,94.9,56.0,52.9,30.8,9,9.0,No,Postgraduate,Middle,Yes,Excellent,63.1,Pass
STU00523,Hannah Everett,17,Male,6.5,55.2,67.5,62.5,38.3,4,9.9,No,Graduate,High,Yes,Good,64.43,Pass
STU00524,Sarah King,20,Male,0.7,82.9,64.6,37.2,42.1,17,7.4,Yes,High School,Low,Yes,Excellent,48.7,Fail
STU00525,Krista Martinez,16,Female,2.7,96.9,83.2,98.8,48.2,6,9.8,No,Diploma,Middle,Yes,Average,58.55,Pass
STU00526,Joseph Shaw,17,Male,0.9,52.6,75.0,62.1,45.9,19,7.7,No,Diploma,Low,Yes,Poor,41.9,Fail
STU00527,Todd Moore,22,Male,2.4,78.9,53.3,87.6,87.4,9,6.9,Yes,Graduate,Low,Yes,Excellent,59.38,Pass
STU00528,Michelle Jacobs,20,Female,6.5,66.4,43.6,35.9,62.7,4,6.9,Yes,High School,Middle,Yes,Average,49.13,Fail
STU00529,Kristy Bryan,20,Female,6.8,61.1,54.8,86.6,87.7,14,6.3,No,Graduate,High,Yes,Good,60.51,Pass
STU00530,Angel May,20,Female,7.5,55.9,90.7,77.9,67.2,5,4.2,Yes,Graduate,Low,Yes,Excellent,66.99,Pass
STU00531,Marilyn Wang,19,Female,4.1,70.4,40.5,75.9,98.0,4,7.4,No,Postgraduate,Middle,No,Good,65.31,Pass
STU00532,Mark Jimenez,19,Female,3.6,55.8,69.8,95.7,76.3,17,4.5,Yes,Diploma,High,Yes,Good,63.21,Pass
STU00533,Donna Frye,17,Male,3.2,77.5,56.2,88.4,87.0,8,7.7,Yes,High School,Low,Yes,Excellent,61.13,Pass
STU00534,Dr. Michael Evans,18,Male,1.3,67.7,56.9,77.3,76.1,17,4.4,No,Postgraduate,High,Yes,Good,52.09,Pass
STU00535,Anthony Gonzales,21,Male,3.5,59.1,40.2,87.9,32.9,28,6.5,No,Diploma,Middle,Yes,Excellent,38.7,Fail
STU00536,Mr. Lawrence Edwards,20,Male,4.3,86.6,92.3,45.4,92.0,21,9.6,Yes,Diploma,High,Yes,Excellent,73.35,Pass
STU00537,Morgan Valencia,17,Male,7.4,81.8,70.9,58.2,82.7,18,7.2,Yes,Postgraduate,Middle,Yes,Average,68.41,Pass
STU00538,Bianca Wood,22,Male,6.0,91.2,39.5,88.3,67.8,2,9.1,No,Graduate,Low,Yes,Average,79.05,Pass
STU00539,Emma Owens,20,Female,3.7,69.0,89.5,47.6,89.1,15,6.9,No,High School,Low,No,Poor,55.77,Pass
STU00540,David Davis,19,Female,4.8,66.3,32.6,49.0,30.4,18,9.9,Yes,Postgraduate,High,No,Good,45.97,Fail
STU00541,James Gilbert,16,Female,7.7,69.8,77.3,54.2,77.0,12,8.8,Yes,Postgraduate,Middle,No,Excellent,69.92,Pass
STU00542,Sean Moore,22,Male,6.4,63.3,94.4,31.8,72.2,16,8.0,Yes,Postgraduate,Low,Yes,Poor,66.94,Pass
STU00543,Kenneth Edwards,19,Male,5.7,56.0,91.0,42.7,73.6,4,5.3,Yes,Diploma,Middle,Yes,Average,64.85,Pass
STU00544,Kathleen Robertson,21,Female,3.6,58.0,41.1,59.3,83.0,23,9.4,Yes,Postgraduate,High,No,Excellent,47.21,Fail
STU00545,Mr. Alexander Landry MD,18,Male,1.1,69.7,36.5,31.2,76.3,20,7.6,No,High School,Low,Yes,Average,44.61,Fail
STU00546,Cindy Gomez,17,Male,0.7,91.7,93.4,39.5,46.2,20,9.2,Yes,Diploma,Low,Yes,Good,50.68,Pass
STU00547,Johnny Khan,17,Female,7.4,71.0,33.3,32.8,70.2,19,6.4,Yes,Graduate,Low,Yes,Excellent,57.2,Pass
STU00548,Julie Herrera,22,Female,0.6,89.4,49.9,32.8,71.2,5,6.4,Yes,Postgraduate,High,Yes,Average,49.85,Fail
STU00549,Jessica Khan,19,Male,7.8,77.2,47.9,79.7,49.0,23,9.4,No,Postgraduate,High,Yes,Average,68.09,Pass
STU00550,Pamela Diaz,21,Female,0.9,71.3,84.1,86.4,45.7,4,5.4,Yes,High School,Low,No,Average,44.61,Fail
STU00551,Kelly Lee,16,Male,6.6,96.5,36.2,61.5,53.6,15,9.2,Yes,High School,Low,No,Average,48.3,Fail
STU00552,Angel Gordon,15,Female,3.0,69.7,64.4,41.3,70.0,16,8.8,No,Graduate,Low,No,Average,53.85,Pass
STU00553,Diana Hays,22,Female,6.2,57.7,39.7,48.8,55.3,11,6.5,Yes,Postgraduate,Low,No,Excellent,50.47,Pass
STU00554,Barbara Hester,18,Male,0.8,69.6,75.3,43.5,74.9,9,5.6,No,Graduate,Low,Yes,Poor,54.66,Pass
STU00555,Robert Morgan,16,Male,7.1,94.8,49.3,46.1,58.8,12,5.4,Yes,Graduate,Middle,No,Poor,67.66,Pass
STU00556,Nicole Gonzalez,17,Female,5.5,91.2,55.8,40.9,81.7,20,6.2,No,Graduate,High,No,Good,67.16,Pass
STU00557,Kathryn Williams,19,Female,5.5,63.5,35.3,99.5,40.9,24,9.9,Yes,Postgraduate,High,No,Average,60.47,Pass
STU00558,Gary Wells,20,Female,7.0,64.5,60.4,73.4,58.8,8,6.6,No,Graduate,High,No,Average,72.44,Pass
STU00559,Larry Robertson,16,Male,3.0,78.2,85.3,44.1,95.4,14,8.1,Yes,High School,Low,No,Good,68.29,Pass
STU00560,Louis Martin,15,Male,6.3,50.8,83.2,32.8,92.3,12,10.0,Yes,High School,Low,No,Excellent,72.64,Pass
STU00561,Nancy Evans MD,16,Male,2.7,60.5,79.7,47.7,90.6,8,4.6,Yes,Graduate,Low,Yes,Excellent,64.92,Pass
STU00562,Kim Erickson,21,Female,2.9,83.8,68.6,72.2,77.8,22,7.5,Yes,Diploma,High,No,Excellent,66.57,Pass
STU00563,Robert Richardson,15,Male,3.7,63.8,80.0,45.8,78.5,27,5.4,No,Diploma,Low,Yes,Average,65.05,Pass
STU00564,Veronica Silva,15,Female,2.1,53.0,38.5,72.4,89.5,7,4.3,Yes,Diploma,Low,No,Excellent,58.47,Pass
STU00565,Molly Watts,20,Female,6.0,67.1,61.1,95.0,53.2,12,6.8,Yes,High School,High,Yes,Poor,58.23,Pass
STU00566,John Coffey,19,Female,4.6,58.7,49.2,76.5,97.6,11,4.3,No,Diploma,High,Yes,Excellent,74.23,Pass
STU00567,Paula Lane,21,Male,7.2,78.8,66.7,65.0,34.9,8,4.5,Yes,Postgraduate,High,Yes,Poor,50.85,Pass
STU00568,Lauren Jackson,19,Female,7.4,70.3,39.3,80.0,50.5,30,7.2,Yes,Graduate,High,No,Excellent,64.35,Pass
STU00569,Lisa Randall,21,Female,5.7,95.0,81.5,77.3,77.6,24,9.7,Yes,Graduate,Middle,No,Poor,70.95,Pass
STU00570,Michael Johnson,22,Male,5.5,81.7,68.6,31.1,81.0,8,5.9,Yes,Postgraduate,High,Yes,Average,60.45,Pass
STU00571,Ashley Smith,20,Female,5.5,77.8,52.3,39.4,36.6,30,9.0,No,High School,High,No,Average,51.43,Pass
STU00572,Christian Vaughn,19,Male,1.3,70.1,77.4,84.6,38.3,12,4.0,No,High School,High,Yes,Excellent,54.36,Pass
STU00573,Reginald Knapp,20,Female,5.8,67.8,46.5,30.9,67.8,6,9.1,No,Diploma,High,Yes,Excellent,57.34,Pass
STU00574,Nancy Brown,18,Male,4.4,54.3,65.7,56.6,72.5,23,6.3,Yes,Graduate,Low,Yes,Average,59.2,Pass
STU00575,Daniel Nguyen,18,Female,2.3,54.7,50.5,36.8,42.4,4,9.9,Yes,High School,Low,No,Poor,50.59,Pass
STU00576,Kelly Edwards,15,Female,7.1,99.8,67.9,86.9,52.9,11,5.8,No,Postgraduate,High,No,Excellent,59.08,Pass
STU00577,Thomas Peterson,17,Female,3.5,83.6,74.3,52.1,39.3,12,7.8,Yes,Diploma,Low,No,Excellent,55.85,Pass
STU00578,Raymond Le,15,Female,5.7,85.0,79.0,91.1,65.0,12,8.4,Yes,Postgraduate,Low,No,Good,67.32,Pass
STU00579,Melissa Bishop,15,Male,5.1,59.3,31.7,49.9,61.0,21,7.7,Yes,Postgraduate,High,Yes,Good,48.86,Fail
STU00580,David Grant,20,Female,1.4,98.2,37.0,63.5,71.0,5,7.2,No,Diploma,Middle,No,Good,60.27,Pass
STU00581,William Evans,20,Male,1.1,52.9,36.9,71.0,68.1,15,5.4,No,Diploma,Middle,No,Good,52.57,Pass
STU00582,Daniel Bush,21,Female,0.8,74.9,74.8,47.7,51.5,14,7.7,Yes,Diploma,High,Yes,Poor,52.56,Pass
STU00583,Gregory Peck,19,Male,7.2,90.5,67.9,81.1,55.5,17,7.8,No,Postgraduate,Low,Yes,Average,63.2,Pass
STU00584,Denise Martinez,22,Male,5.8,77.8,53.3,93.8,31.5,5,5.9,No,Postgraduate,Low,No,Excellent,58.08,Pass
STU00585,Jamie Baird,19,Female,0.9,88.3,75.6,53.2,77.3,17,6.4,Yes,Postgraduate,Low,Yes,Poor,58.07,Pass
STU00586,Tina Ballard,18,Female,3.6,96.7,46.3,38.4,70.9,15,9.8,Yes,Postgraduate,High,No,Good,67.87,Pass
STU00587,Dwayne Klein,20,Female,3.3,53.1,52.1,65.4,41.3,17,7.9,No,Graduate,Low,No,Poor,41.24,Fail
STU00588,Jeremy Scott,20,Male,1.4,94.2,57.0,57.1,76.2,18,6.7,Yes,Graduate,Middle,No,Excellent,50.74,Pass
STU00589,Dale Ryan,22,Male,5.4,53.1,82.9,95.8,75.4,12,9.7,No,Postgraduate,High,Yes,Average,69.66,Pass
STU00590,Melissa Taylor,20,Female,5.0,79.1,56.1,53.7,38.9,20,6.4,No,High School,Low,Yes,Good,46.61,Fail
STU00591,Laurie Sanchez,18,Female,1.7,86.7,43.6,34.1,68.7,10,7.6,No,Graduate,High,No,Good,53.22,Pass
STU00592,Kiara Little,22,Female,3.1,90.2,65.1,35.5,69.6,23,9.4,No,Postgraduate,Low,Yes,Poor,63.88,Pass
STU00593,Jason Love,17,Male,3.5,64.8,39.3,40.6,60.3,21,7.6,No,High School,Low,Yes,Excellent,50.81,Pass
STU00594,Randy Smith,16,Male,6.7,54.0,61.0,74.1,88.0,2,8.7,No,High School,Low,No,Poor,77.22,Pass
STU00595,Tanya Russell,16,Female,2.6,97.0,38.1,91.3,98.0,19,5.1,Yes,High School,High,No,Good,71.01,Pass
STU00596,Sherry Woods,18,Male,4.9,96.8,73.7,63.7,86.7,23,9.7,No,Postgraduate,High,Yes,Average,60.72,Pass
STU00597,Victor Morris,17,Male,0.7,99.1,35.6,87.0,49.6,1,4.8,No,Graduate,Middle,No,Good,64.18,Pass
STU00598,Susan Davis,22,Male,3.4,52.7,69.0,93.2,56.8,30,5.3,Yes,Postgraduate,High,No,Good,50.93,Pass
STU00599,Kimberly Sharp,20,Female,3.8,52.4,83.3,87.8,71.2,17,6.1,Yes,High School,Middle,No,Good,63.68,Pass
STU00600,Susan Thompson,21,Female,6.7,81.6,81.0,71.9,59.0,4,9.7,No,High School,Low,Yes,Good,77.94,Pass
STU00601,Casey Gillespie,19,Female,4.6,80.3,44.3,73.8,70.0,17,5.1,Yes,Postgraduate,Middle,No,Poor,61.48,Pass
STU00602,Jennifer Simpson DVM,21,Female,6.2,76.2,44.7,76.7,35.6,19,6.7,Yes,High School,High,No,Average,52.35,Pass
STU00603,Tammy Mcdowell,21,Female,1.7,59.2,43.1,57.1,33.6,12,6.4,Yes,Diploma,High,No,Excellent,25.81,Fail
STU00604,Keith Rodriguez,18,Female,3.4,92.0,39.4,65.4,34.3,2,4.4,No,Diploma,High,No,Good,61.33,Pass
STU00605,Mrs. Virginia Daniels,19,Female,4.8,78.3,87.1,69.1,97.2,6,4.3,Yes,Diploma,Low,No,Poor,74.82,Pass
STU00606,Todd Rosales MD,22,Female,5.3,52.3,91.5,89.0,50.8,8,4.5,No,Diploma,Middle,Yes,Average,54.94,Pass
STU00607,Brian Martin,15,Male,1.8,56.3,38.0,66.3,47.2,5,6.1,Yes,Graduate,Middle,Yes,Excellent,49.52,Fail
STU00608,David Lopez,15,Male,1.1,50.2,73.6,74.9,58.8,2,6.9,Yes,High School,Middle,Yes,Good,41.8,Fail
STU00609,Rachel Bradley,21,Female,3.6,51.2,51.8,42.4,36.9,25,9.7,No,Graduate,Middle,Yes,Good,50.35,Pass
STU00610,Casey Chase,16,Male,2.9,69.7,45.4,36.8,42.5,1,8.8,No,Postgraduate,Low,No,Average,49.96,Fail
STU00611,Samantha Robertson,18,Female,5.6,77.3,60.9,94.6,35.1,26,5.7,No,High School,Low,Yes,Excellent,64.21,Pass
STU00612,Michael Lopez,22,Male,7.9,62.0,86.8,88.1,45.7,23,6.4,Yes,Diploma,Middle,Yes,Average,62.64,Pass
STU00613,Franklin Wright,22,Female,3.6,98.9,41.8,85.9,53.4,21,8.4,No,Graduate,Low,Yes,Poor,69.7,Pass
STU00614,David Molina,19,Female,6.7,90.2,86.3,34.2,78.4,20,4.8,No,Diploma,Middle,Yes,Average,59.94,Pass
STU00615,Elizabeth Sharp,16,Male,3.6,77.4,56.2,66.4,99.8,20,4.8,No,Graduate,Low,Yes,Good,61.14,Pass
STU00616,Matthew Schwartz,16,Female,1.5,57.9,91.7,91.6,93.5,25,9.9,Yes,High School,Low,No,Average,75.86,Pass
STU00617,Bryan Parker,20,Male,2.1,67.8,73.5,63.9,59.3,7,6.1,Yes,Postgraduate,Low,No,Poor,62.77,Pass
STU00618,Jonathan Jacobson,15,Female,1.7,73.6,66.0,69.9,44.7,20,8.5,Yes,High School,Low,No,Average,61.01,Pass
STU00619,Emily Wilson,20,Female,0.7,67.7,80.7,69.5,48.3,25,8.2,No,Diploma,Low,No,Good,57.94,Pass
STU00620,Elizabeth Mendez,17,Female,6.0,80.5,61.7,39.3,48.3,28,6.5,Yes,Postgraduate,High,No,Good,56.59,Pass
STU00621,Casey Hernandez,22,Male,5.0,75.7,48.7,30.5,64.7,18,5.7,Yes,Graduate,Middle,No,Good,56.82,Pass
STU00622,Lisa Perry,17,Male,1.8,73.6,35.9,73.8,68.5,16,6.4,Yes,Postgraduate,Middle,No,Good,53.89,Pass
STU00623,Kaitlin Medina,22,Male,4.4,94.8,42.8,31.6,90.3,24,7.5,No,Diploma,Low,No,Average,63.42,Pass
STU00624,Colleen Wright,20,Male,6.6,71.5,78.7,93.9,70.0,21,5.1,No,Diploma,High,No,Average,75.04,Pass
STU00625,Shelley Miller,19,Female,2.5,59.9,46.0,51.4,68.9,13,7.5,No,High School,Low,Yes,Poor,60.55,Pass
STU00626,Michael Miller,17,Male,1.1,54.4,41.2,66.3,45.0,27,5.7,Yes,Diploma,Low,No,Average,34.35,Fail
STU00627,Amy Kelley,16,Male,3.5,90.6,30.9,75.5,76.8,18,8.8,No,Postgraduate,High,No,Poor,73.96,Pass
STU00628,Laura Hernandez,20,Male,5.5,84.0,90.6,99.8,80.4,19,5.7,Yes,High School,Low,No,Poor,69.33,Pass
STU00629,Joseph Wilson,22,Male,7.1,52.5,45.0,92.8,47.9,11,5.3,No,Graduate,High,Yes,Good,68.26,Pass
STU00630,Kevin Davis,15,Male,2.3,87.9,79.4,51.9,58.7,26,5.3,No,High School,Low,Yes,Poor,56.32,Pass
STU00631,Rhonda Chavez,18,Female,7.8,82.3,90.7,51.2,84.7,6,8.6,Yes,Diploma,High,Yes,Excellent,72.32,Pass
STU00632,Joyce Brown,16,Female,5.5,86.5,67.4,44.5,65.3,21,5.9,No,Postgraduate,Low,Yes,Average,60.15,Pass
STU00633,Robert Cummings,21,Female,3.7,82.3,78.4,46.3,58.4,21,5.6,Yes,Postgraduate,Middle,No,Good,60.38,Pass
STU00634,Robert Reese,20,Female,7.3,68.5,78.8,92.8,89.2,24,5.1,No,Graduate,High,Yes,Average,72.41,Pass
STU00635,Amber Cooper,21,Female,7.7,68.8,52.1,34.4,64.0,11,4.7,No,Postgraduate,Middle,Yes,Poor,54.37,Pass
STU00636,Zachary Michael,19,Male,6.6,93.8,49.7,90.1,90.0,16,8.6,Yes,Graduate,Low,No,Average,71.73,Pass
STU00637,Timothy Johnson,18,Female,1.6,84.5,91.4,77.8,53.2,0,7.0,No,Diploma,Low,Yes,Excellent,62.88,Pass
STU00638,Randy Cannon,20,Male,1.4,65.6,82.2,90.3,39.6,4,9.7,No,Graduate,High,Yes,Average,67.03,Pass
STU00639,Maria Fisher,19,Female,3.0,83.1,78.9,86.8,96.2,2,5.9,No,Diploma,High,Yes,Good,79.05,Pass
STU00640,Janet Kane DVM,22,Male,5.6,62.6,86.7,41.8,33.8,15,8.3,Yes,Graduate,Low,No,Poor,57.76,Pass
STU00641,Michael Stanley,15,Female,4.1,92.5,54.9,41.8,88.6,11,7.3,No,Postgraduate,Low,Yes,Poor,68.41,Pass
STU00642,Martha Bailey,21,Male,4.3,80.2,60.0,88.0,88.1,9,8.3,Yes,Graduate,High,Yes,Good,67.32,Pass
STU00643,Joshua Rice,18,Male,1.3,91.9,73.6,78.8,55.4,1,9.3,No,Postgraduate,High,Yes,Average,59.22,Pass
STU00644,Courtney Smith,21,Female,3.6,94.3,33.1,97.3,77.5,25,7.8,No,Diploma,Low,No,Poor,67.61,Pass
STU00645,Edwin Nunez,22,Male,2.5,62.4,91.2,50.9,84.3,17,6.4,No,Graduate,Low,No,Excellent,63.18,Pass
STU00646,Kim Morrow,17,Male,3.3,67.9,52.4,66.4,60.8,15,9.3,Yes,Postgraduate,Middle,Yes,Average,56.13,Pass
STU00647,Gregory Hill,18,Male,4.3,75.4,39.0,98.8,47.5,8,4.4,No,Graduate,High,Yes,Poor,62.07,Pass
STU00648,Molly Rodriguez,21,Female,3.6,71.1,81.0,43.7,87.4,11,7.9,No,Diploma,Middle,No,Poor,72.89,Pass
STU00649,Jennifer Miranda,19,Male,3.6,72.9,46.7,82.6,65.9,11,5.9,No,Diploma,Middle,Yes,Average,63.02,Pass
STU00650,Alexis Harris,18,Female,3.1,52.7,43.3,59.3,45.4,4,4.0,Yes,High School,High,Yes,Average,44.08,Fail
STU00651,Andrew Harper,17,Female,7.4,92.2,78.2,41.7,38.4,0,4.4,No,High School,Middle,No,Excellent,63.71,Pass
STU00652,Amber Yang,15,Female,3.7,56.0,63.3,54.4,56.2,6,7.7,Yes,Diploma,High,No,Excellent,53.93,Pass
STU00653,David Robinson,17,Male,5.9,55.5,32.3,99.6,46.3,12,4.3,Yes,Graduate,Low,Yes,Good,60.74,Pass
STU00654,Amy Gordon,18,Female,3.1,72.2,73.9,65.6,90.3,1,9.2,No,High School,Low,No,Good,66.01,Pass
STU00655,Robert Dennis,20,Male,0.6,88.9,59.9,99.2,63.8,0,9.9,No,Postgraduate,Low,No,Poor,59.6,Pass
STU00656,Kyle Chambers,20,Female,4.5,99.6,85.7,36.8,79.4,27,6.1,Yes,Diploma,Low,No,Poor,71.05,Pass
STU00657,Eric Thomas,15,Male,0.6,70.2,45.3,87.3,53.6,29,9.0,No,Graduate,Middle,No,Average,46.14,Fail
STU00658,Connie Turner,15,Female,1.0,59.4,66.1,50.4,59.2,21,6.3,No,Graduate,High,No,Average,43.28,Fail
STU00659,Travis Hobbs,19,Male,7.1,95.3,62.0,53.1,37.5,20,9.7,No,Postgraduate,Low,No,Average,61.11,Pass
STU00660,Lori Simmons,17,Female,2.7,66.0,40.7,84.8,38.6,28,7.8,No,Diploma,Low,No,Average,46.2,Fail
STU00661,William David DDS,21,Male,1.4,53.5,89.1,43.3,87.5,18,7.3,Yes,Postgraduate,Middle,No,Excellent,59.84,Pass
STU00662,Emma Butler,17,Male,1.8,92.7,30.9,65.8,83.9,20,9.6,Yes,Diploma,Low,No,Average,58.13,Pass
STU00663,James Webster,21,Male,7.3,91.0,87.7,43.9,49.9,20,5.7,Yes,Graduate,Low,Yes,Average,58.01,Pass
STU00664,Samuel Turner,20,Male,4.6,58.0,74.9,41.7,51.7,23,7.0,Yes,Graduate,Middle,No,Good,43.84,Fail
STU00665,Renee Melendez,22,Female,6.5,87.0,72.0,40.9,68.3,4,4.5,Yes,High School,Low,Yes,Poor,59.13,Pass
STU00666,Tracy Grant,19,Male,0.8,63.7,92.1,96.8,54.7,19,4.3,Yes,Diploma,High,Yes,Good,47.53,Fail
